uid,tid,lat,lng
83,1,24.76,99.34
83,2,38.15,118.94
83,2,23.61,91.33
83,3,40.67,113.62
83,3,22.91,149.95
83,4,30.87,119.74
83,4,31.88,105.16
83,5,27.23,73.3
83,5,39.37,109.54
84,0,32.32,106.86
84,0,26.65,127.77
85,0,25.84,135.62
85,0,34.0,86.78
85,1,22.0,110.86
85,1,32.37,86.33
85,2,23.21,119.13
85,2,41.0,82.03
85,3,28.28,152.61
85,3,38.44,117.92
85,4,33.84,169.12
85,4,34.74,82.13
85,5,50.99,76.58
85,5,37.0,91.01
85,6,43.9,75.99
85,6,40.52,111.21
85,7,46.79,109.17
85,7,38.57,75.87
85,8,33.06,134.94
85,8,45.24,154.18
85,9,38.63,120.18
85,9,30.13,145.96
85,10,24.11,118.39
85,10,32.8,117.37
85,11,34.7,159.16
85,11,36.59,111.64
85,12,21.56,68.86
85,12,39.08,66.72
85,13,42.94,140.44
85,13,40.85,93.57
85,14,25.04,111.68
85,14,35.64,66.66
85,15,27.65,127.38
85,15,40.36,115.45
85,16,27.29,174.18
85,16,34.18,94.34
85,17,44.01,171.93
85,17,32.65,113.58
85,18,40.17,173.15
85,18,39.96,112.86
85,19,31.52,131.99
85,19,36.37,119.35
85,20,22.11,147.15
85,20,24.21,88.78
85,21,38.31,67.18
85,21,28.25,137.32
85,22,38.89,117.84
85,22,26.07,127.89
85,23,40.15,67.04
85,23,27.57,111.01
85,24,40.3,83.95
85,24,30.93,90.19
85,25,32.15,84.63
85,25,30.6,100.27
85,26,39.09,90.66
85,26,30.07,101.34
85,27,39.75,85.66
85,27,23.42,93.05
85,28,38.54,89.15
85,28,47.06,14.93
85,29,48.6,-18.8
85,29,35.71,42.29
85,30,36.59,81.07
85,30,35.64,128.29
85,31,48.8,123.16
85,31,34.84,114.37
85,32,33.73,54.33
85,32,33.31,114.27
85,33,29.09,100.63
85,33,38.72,102.32
85,34,27.09,143.74
85,34,29.66,75.26
85,35,33.99,93.75
85,35,24.0,66.68
85,36,32.19,85.2
85,36,36.78,150.44
85,37,35.24,80.26
85,37,27.38,68.1
85,38,36.65,92.45
85,38,25.16,109.17
85,39,37.84,120.29
85,39,21.79,134.46
85,40,39.53,91.14
85,40,37.3,148.13
85,41,33.02,114.53
85,41,23.16,67.15
85,42,38.42,68.04
85,42,30.47,99.54
85,43,37.93,105.8
85,43,49.65,80.81
85,44,39.09,120.29
85,44,24.92,89.9
85,45,40.54,104.52
85,45,24.66,144.69
85,46,34.78,106.21
85,46,22.53,98.76
85,47,32.35,119.32
85,47,51.51,110.54
85,48,35.0,94.56
85,48,49.32,19.07
85,49,46.74,-35.71
85,49,45.65,-94.26
85,50,49.8,-120.31
85,50,39.11,-71.73
85,51,40.3,-147.04
85,51,31.81,-63.97
85,52,36.42,-3.59
85,52,34.02,42.65
85,53,41.24,111.83
85,53,28.33,168.14
85,54,24.27,112.92
85,54,33.23,101.25
85,55,40.05,122.24
85,55,35.35,66.88
85,56,27.79,70.54
85,56,36.48,102.4
85,57,21.47,72.63
85,57,40.56,115.84
85,58,25.11,87.25
85,58,40.05,106.26
85,59,47.42,25.35
85,59,51.4,-36.52
85,60,42.78,-85.8
85,60,48.1,-138.61
85,61,38.03,-54.2
85,61,35.11,-12.04
85,62,32.32,16.12
85,62,38.41,118.72
85,63,45.96,96.91
85,63,32.55,103.49
85,64,50.3,100.7
85,64,38.83,103.85
85,65,27.2,154.13
85,65,37.14,91.48
85,66,24.68,93.68
85,66,37.53,83.8
85,67,28.48,100.94
85,67,35.17,84.8
85,68,29.25,81.44
85,68,39.24,70.28
85,69,28.22,68.98
85,69,37.74,87.95
85,70,28.0,70.82
85,70,34.34,110.14
85,71,24.85,67.37
85,71,37.21,92.23
85,72,45.75,136.01
85,72,40.84,96.32
85,73,51.47,108.22
85,73,33.6,92.55
85,74,27.53,160.53
85,74,28.48,97.76
85,75,40.67,108.93
85,75,46.52,113.52
85,76,38.71,92.21
85,76,24.75,122.83
85,77,38.84,119.68
85,77,29.5,116.85
85,78,41.18,80.13
85,78,26.09,100.92
85,79,36.93,74.47
85,79,44.46,97.16
85,80,35.94,72.95
85,80,24.58,80.77
85,81,35.94,82.84
85,81,25.13,162.23
85,82,27.36,100.97
85,82,13.77,96.65
86,0,32.43,74.06
86,0,29.03,116.72
86,1,40.03,78.12
86,1,29.33,132.79
86,2,32.72,105.8
86,2,28.95,117.81
86,3,35.02,113.96
86,3,23.48,71.46
86,4,40.32,100.75
86,4,39.85,140.34
86,5,34.99,82.56
86,5,42.99,22.89
86,6,48.19,-16.49
86,6,44.14,-83.05
86,7,43.14,-8.97
86,7,44.92,-81.7
86,8,34.73,-40.83
86,8,36.46,64.89
86,9,33.91,71.83
86,9,24.01,101.21
86,10,35.39,96.17
86,10,27.83,93.94
86,11,41.42,77.4
86,11,32.86,119.75
87,0,35.03,115.92
87,0,31.3,173.73
87,1,36.33,101.67
87,1,21.5,72.45
87,2,38.85,77.89
87,2,48.68,96.28
87,3,37.07,90.94
87,3,39.02,119.88
88,0,38.75,100.91
88,0,26.5,76.9
88,1,31.51,92.64
88,1,27.06,94.34
88,2,37.71,90.63
88,2,32.14,170.19
88,3,41.39,109.6
88,3,23.48,93.14
88,4,32.33,106.74
88,4,22.13,90.0
88,5,37.36,114.65
88,5,48.12,141.17
88,6,38.43,87.48
88,6,48.78,116.29
89,0,40.94,82.26
89,0,31.73,137.3
89,1,37.28,94.41
89,1,32.93,156.2
89,2,47.14,165.02
89,2,34.87,76.2
89,3,30.73,89.22
89,3,40.5,99.92
90,0,34.13,105.46
90,0,26.94,152.03
91,0,36.34,75.62
91,0,46.15,68.11
91,1,41.45,86.35
91,1,23.17,150.43
91,2,24.84,114.17
91,2,40.99,119.2
91,3,25.59,105.88
91,3,37.4,104.27
92,0,37.88,82.19
92,0,28.18,121.92
92,1,24.38,89.34
92,1,40.76,67.0
92,2,22.98,147.95
92,2,39.43,69.64
92,3,30.2,111.03
92,3,40.7,111.58
92,4,24.45,141.5
92,4,36.74,108.61
92,5,50.25,115.88
92,5,35.22,112.66
92,6,26.1,108.04
92,6,34.73,69.94
92,7,25.77,131.62
92,7,24.88,110.79
93,0,37.93,102.49
93,0,28.74,90.7
93,1,41.1,112.94
93,1,22.87,91.11
93,2,38.65,76.77
93,2,41.25,88.78
94,0,40.12,99.02
94,0,27.39,86.89
94,1,35.23,76.56
94,1,24.78,104.29
94,2,26.15,157.7
94,2,35.96,67.44
94,3,44.05,83.92
94,3,38.95,70.03
95,0,40.77,77.93
95,0,33.31,85.32
96,0,39.86,111.89
96,0,26.12,93.36
96,1,36.94,110.87
96,1,21.74,112.21
96,2,33.99,69.2
96,2,44.17,172.86
96,3,39.01,99.9
96,3,25.61,93.55
96,4,39.22,74.56
96,4,35.53,111.84
97,0,34.83,86.4
97,0,29.59,170.19
97,1,36.49,102.83
97,1,24.14,73.09
97,2,40.14,91.94
97,2,23.55,118.97
97,3,37.46,113.99
97,3,34.08,121.56
97,4,34.54,110.75
97,4,29.31,70.11
97,5,41.12,114.92
97,5,28.94,146.11
97,6,35.87,88.12
97,6,23.38,121.55
97,7,36.71,72.31
97,7,45.79,169.13
97,8,40.64,109.16
97,8,49.94,75.55
97,9,37.12,77.78
97,9,28.29,110.33
97,10,31.81,86.04
97,10,30.69,102.41
97,11,33.73,106.96
97,11,24.19,84.14
97,12,36.05,115.55
97,12,21.73,93.64
97,13,23.61,143.21
97,13,37.6,89.88
97,14,42.05,25.44
97,14,37.39,89.05
97,15,24.55,73.77
97,15,36.25,100.65
97,16,24.1,111.15
97,16,32.98,87.27
98,0,37.46,88.14
98,0,25.54,97.33
98,1,37.1,101.2
98,1,27.5,108.17
98,2,31.68,101.29
98,2,42.88,75.03
98,3,33.6,75.61
98,3,32.23,86.22
99,0,34.77,105.53
99,0,27.86,110.97
99,1,39.8,105.28
99,1,30.11,138.11
99,2,22.02,103.34
99,2,37.75,104.07
99,3,28.19,111.64
99,3,32.34,79.68
99,4,22.11,162.47
99,4,38.86,110.49
100,0,36.31,89.38
100,0,23.82,161.08
100,1,30.45,90.64
100,1,39.54,95.7
101,0,35.52,88.59
101,0,24.81,79.57
101,1,38.34,90.08
101,1,30.93,94.65
101,2,38.58,101.46
101,2,26.39,134.49
101,3,31.95,91.65
101,3,24.61,111.45
101,4,38.61,96.54
101,4,27.42,100.76
101,5,32.64,79.51
101,5,49.52,66.38
101,6,32.39,116.02
101,6,31.18,110.7
101,7,41.3,73.92
101,7,25.68,83.81
101,8,34.32,79.0
101,8,35.2,110.38
102,0,31.19,121.83
102,0,33.7,116.0
102,1,47.24,159.5
102,1,37.76,112.45
102,2,26.74,73.88
102,2,31.77,116.96
102,3,26.19,102.91
102,3,32.33,96.26
102,4,30.24,90.66
102,4,32.49,84.84
102,5,29.76,103.41
102,5,33.73,86.42
102,6,41.97,85.61
102,6,40.55,74.0
102,7,38.63,152.2
102,7,32.36,74.43
102,8,46.2,102.32
102,8,41.09,112.61
102,9,30.53,116.02
102,9,31.6,75.71
102,10,51.1,150.67
102,10,37.94,68.59
102,11,28.31,90.18
102,11,33.71,69.79
102,12,22.2,99.29
102,12,13.28,102.16
102,13,22.07,144.18
102,13,24.44,97.3
102,14,35.22,111.76
102,14,21.4,113.38
102,15,33.51,114.8
102,15,33.64,169.57
102,16,37.19,82.91
102,16,50.52,77.3
102,17,36.05,118.68
102,17,31.01,115.07
102,18,35.04,88.67
102,18,49.32,80.05
102,19,35.41,71.58
102,19,23.97,67.08
102,20,34.19,103.14
102,20,31.2,85.1
102,21,34.78,78.61
102,21,29.15,68.58
102,22,41.34,105.21
102,22,29.99,157.19
102,23,35.81,99.77
102,23,45.34,94.72
102,24,36.53,92.22
102,24,46.2,128.34
102,25,39.04,83.3
102,25,40.92,172.32
102,26,34.52,97.62
102,26,49.04,109.5
102,27,41.18,91.78
102,27,24.22,111.72
102,28,40.15,99.23
102,28,28.76,174.07
102,29,30.95,108.74
102,29,36.02,109.41
102,30,48.54,92.2
102,30,32.82,75.21
102,31,22.58,92.69
102,31,37.53,115.62
102,32,24.9,78.62
102,32,32.77,83.66
102,33,33.69,145.82
102,33,35.09,113.29
102,34,29.87,110.07
102,34,36.99,102.01
102,35,48.36,103.68
102,35,36.03,91.89
102,36,45.94,117.78
102,36,37.34,116.63
102,37,24.65,161.25
102,37,32.67,98.35
102,38,47.3,76.49
102,38,34.46,119.14
102,39,44.97,128.32
102,39,36.02,89.96
102,40,43.15,91.46
102,40,38.19,84.32
102,41,36.88,129.83
102,41,34.54,119.04
102,42,25.27,148.29
102,42,33.56,71.94
102,43,22.08,128.48
102,43,25.1,112.0
102,44,39.95,119.62
102,44,29.11,110.13
102,45,37.0,87.51
102,45,35.68,149.64
102,46,47.19,130.68
102,46,41.05,67.23
102,47,33.83,132.16
102,47,50.14,165.83
102,48,41.14,102.7
102,48,22.13,104.97
102,49,32.58,84.34
102,49,23.06,69.71
102,50,33.51,68.31
102,50,42.65,19.55
102,51,50.42,-19.65
102,51,32.28,36.29
102,52,36.53,89.66
102,52,50.67,105.38
102,53,32.51,80.42
102,53,24.28,74.31
102,54,33.72,90.66
102,54,26.51,72.89
102,55,39.51,98.08
102,55,40.64,112.48
103,0,46.07,171.03
103,0,48.59,138.3
104,0,36.9,111.8
104,0,28.9,154.32
104,1,34.47,86.95
104,1,38.84,93.84
105,0,39.66,79.57
105,0,26.65,71.68
105,1,34.16,100.2
105,1,27.35,77.03
105,2,37.22,106.02
105,2,22.86,117.21
105,3,39.43,115.82
105,3,48.41,135.3
105,4,37.21,107.16
105,4,37.61,140.91
105,5,35.58,86.56
105,5,27.72,86.85
105,6,40.51,71.68
105,6,45.67,135.66
105,7,31.58,99.95
105,7,42.21,154.49
105,8,37.69,101.51
105,8,22.62,91.51
105,9,31.93,107.77
105,9,50.72,122.54
105,10,31.84,79.78
105,10,29.02,92.35
105,11,38.84,84.55
105,11,31.02,137.87
105,12,35.0,99.96
105,12,29.07,116.23
105,13,38.03,108.59
105,13,46.45,109.55
105,14,39.45,85.15
105,14,29.12,111.21
106,0,35.8,114.72
106,0,29.49,111.72
106,1,41.3,82.73
106,1,29.37,148.26
107,0,35.96,77.63
107,0,25.08,114.25
107,1,33.69,85.26
107,1,25.72,82.76
107,2,41.27,87.93
107,2,22.21,120.96
107,3,27.94,91.01
107,3,40.83,114.66
107,4,29.55,111.47
107,4,38.16,70.04
107,5,42.2,126.41
107,5,31.63,94.3
107,6,43.33,55.2
107,6,44.1,-34.53
107,7,31.57,64.48
107,7,40.12,96.17
107,8,26.23,97.74
107,8,38.69,94.24
107,9,44.85,155.83
107,9,33.87,93.1
107,10,29.98,95.24
107,10,34.54,115.6
107,11,39.0,167.22
107,11,37.01,78.31
107,12,22.77,109.56
107,12,35.7,99.05
107,13,23.16,109.87
107,13,41.24,83.77
107,14,28.14,170.25
107,14,38.37,69.72
107,15,29.03,80.08
107,15,37.76,109.97
107,16,28.82,143.41
107,16,41.11,101.52
107,17,30.45,129.16
107,17,38.34,89.14
107,18,29.46,90.62
107,18,35.48,107.98
107,19,26.54,93.84
107,19,20.67,79.35
107,20,5.64,169.21
107,20,4.06,101.21
107,21,11.6,95.54
107,21,8.11,111.89
107,22,11.41,93.0
107,22,4.57,115.12
107,23,15.94,74.05
107,23,30.75,120.19
107,24,38.22,120.03
107,24,32.33,84.09
108,0,34.29,92.07
108,0,22.74,118.0
108,1,31.59,97.16
108,1,23.73,87.89
108,2,33.12,117.35
108,2,26.61,109.14
108,3,33.65,97.37
108,3,27.97,95.5
108,4,34.47,91.17
108,4,51.25,145.27
108,5,34.09,87.92
108,5,28.27,112.2
108,6,26.35,141.31
108,6,35.42,71.94
108,7,27.76,95.19
108,7,38.73,82.13
108,8,42.1,112.15
108,8,38.17,112.99
109,0,35.51,112.81
109,0,24.07,149.52
109,1,41.03,117.02
109,1,28.36,99.16
109,2,32.05,103.73
109,2,47.32,99.36
109,3,33.18,76.26
109,3,38.36,171.56
109,4,35.52,112.75
109,4,25.78,164.72
109,5,37.06,75.89
109,5,26.44,93.69
109,6,34.92,84.73
109,6,38.2,69.93
110,0,34.65,94.94
110,0,49.95,115.22
110,1,38.76,109.17
110,1,27.5,83.52
110,2,32.14,92.83
110,2,21.92,137.34
110,3,24.81,72.33
110,3,41.42,100.83
110,4,27.51,122.69
110,4,37.27,110.4
110,5,30.67,67.09
110,5,13.04,82.18
110,6,4.11,95.45
110,6,17.56,73.55
110,7,27.15,77.91
110,7,38.35,84.92
110,8,23.46,113.41
110,8,39.44,107.44
110,9,31.35,111.07
110,9,35.29,100.19
110,10,43.76,70.02
110,10,41.27,109.93
110,11,31.36,116.78
110,11,34.45,70.3
110,12,24.24,68.55
110,12,32.51,83.81
110,13,24.3,112.78
110,13,38.35,71.59
110,14,47.73,126.1
110,14,34.17,82.06
110,15,23.96,94.94
110,15,37.74,70.3
110,16,29.91,96.0
110,16,37.21,114.8
110,17,30.05,86.81
110,17,39.3,70.08
110,18,50.22,86.49
110,18,36.3,119.81
110,19,45.76,91.55
110,19,25.62,93.29
111,0,37.88,93.11
111,0,38.34,100.53
112,0,32.02,113.57
112,0,26.96,117.91
112,1,36.73,71.61
112,1,25.71,117.88
112,2,32.54,78.87
112,2,24.69,151.74
112,3,32.84,68.81
112,3,25.41,137.47
112,4,39.93,107.06
112,4,28.48,101.9
112,5,32.21,71.97
112,5,24.27,110.39
112,6,38.31,66.76
112,6,26.35,109.82
112,7,32.75,97.68
112,7,30.4,102.75
112,8,33.65,108.9
112,8,43.02,113.67
112,9,36.12,82.56
112,9,45.35,92.78
112,10,38.05,96.05
112,10,24.77,75.07
112,11,33.24,67.59
112,11,24.46,74.83
112,12,37.04,109.54
112,12,42.63,107.92
112,13,34.69,83.69
112,13,30.17,84.37
112,14,40.39,95.46
112,14,49.17,76.38
112,15,32.0,105.96
112,15,26.26,109.29
112,16,31.68,105.88
112,16,22.94,170.65
112,17,36.86,100.24
112,17,25.66,73.06
112,18,34.69,117.69
112,18,28.18,127.17
112,19,33.3,71.37
112,19,23.71,104.84
112,20,40.02,103.57
112,20,26.75,99.64
112,21,35.97,87.36
112,21,29.2,103.2
112,22,39.87,70.66
112,22,30.3,113.84
112,23,36.8,83.05
112,23,26.86,118.45
112,24,32.5,98.09
112,24,41.7,114.48
112,25,36.43,98.86
112,25,22.25,107.21
112,26,37.71,70.96
112,26,50.05,109.59
112,27,32.95,69.44
112,27,43.25,120.58
112,28,39.24,83.45
112,28,28.02,117.62
112,29,32.43,119.17
112,29,25.17,163.47
112,30,33.98,94.82
112,30,29.9,87.54
112,31,33.38,70.86
112,31,22.9,136.52
112,32,38.84,72.3
112,32,27.48,107.01
112,33,33.13,115.17
112,33,42.97,103.97
112,34,38.64,76.0
112,34,26.4,119.04
112,35,38.5,89.89
112,35,33.84,82.69
113,0,39.76,75.28
113,0,41.15,96.31
114,0,41.05,66.81
114,0,31.89,85.02
115,0,39.54,115.93
115,0,23.44,70.97
115,1,41.4,78.9
115,1,26.51,78.92
115,2,32.43,94.41
115,2,34.21,52.71
115,3,35.33,92.96
115,3,33.67,106.37
116,0,32.28,93.33
116,0,21.67,134.93
116,1,37.25,100.61
116,1,45.31,75.59
116,2,34.98,96.81
116,2,21.77,67.58
116,3,32.9,102.38
116,3,21.89,157.96
116,4,39.36,116.53
116,4,48.51,113.77
116,5,34.63,92.65
116,5,30.02,133.73
116,6,39.91,113.72
116,6,28.37,90.98
116,7,39.52,83.08
116,7,29.52,116.25
116,8,32.37,109.71
116,8,41.32,75.73
117,0,33.85,86.4
117,0,47.72,93.87
117,1,37.78,95.6
117,1,49.2,133.65
117,2,39.99,75.5
117,2,50.27,68.46
117,3,38.32,95.53
117,3,35.82,165.33
117,4,32.46,88.82
117,4,31.29,137.09
117,5,24.54,75.39
117,5,34.94,117.29
117,6,25.51,74.8
117,6,38.67,89.9
117,7,26.11,70.45
117,7,40.92,72.35
118,0,38.9,70.5
118,0,49.78,121.42
118,1,38.08,119.77
118,1,24.95,93.11
118,2,38.97,111.63
118,2,37.11,131.59
118,3,50.98,130.11
118,3,32.12,69.27
118,4,29.5,162.04
118,4,35.37,77.79
118,5,49.22,89.23
118,5,32.79,102.45
119,0,33.87,74.44
119,0,31.76,110.67
120,0,36.2,100.29
120,0,39.37,102.52
121,0,36.47,92.85
121,0,30.9,83.5
122,0,37.62,73.04
122,0,31.1,91.6
122,1,40.15,108.23
122,1,38.58,80.04
123,0,39.1,92.49
123,0,50.46,159.37
123,1,37.61,102.94
123,1,22.28,100.98
123,2,32.38,82.44
123,2,25.33,169.8
123,3,28.33,68.91
123,3,39.04,75.53
123,4,24.83,116.7
123,4,38.41,70.85
123,5,27.28,113.16
123,5,36.54,68.57
123,6,40.57,167.4
123,6,33.61,95.48
123,7,30.59,94.05
123,7,35.04,107.74
124,0,38.43,117.77
124,0,24.17,85.64
124,1,28.5,141.91
124,1,35.01,69.79
124,2,43.28,92.98
124,2,34.86,72.53
124,3,23.2,108.46
124,3,41.15,117.42
124,4,51.38,85.99
124,4,35.57,70.69
124,5,26.58,156.35
124,5,41.1,72.57
125,0,35.89,79.33
125,0,25.64,121.14
125,1,22.26,107.83
125,1,39.24,96.1
125,2,27.21,84.58
125,2,38.54,89.08
125,3,44.9,71.18
125,3,34.76,102.84
125,4,30.66,151.75
125,4,34.55,86.62
126,0,31.88,103.58
126,0,26.82,68.32
126,1,41.23,111.45
126,1,39.14,146.99
126,2,33.09,69.6
126,2,27.85,102.67
126,3,35.75,78.69
126,3,34.12,106.32
127,0,38.7,96.68
127,0,47.82,104.7
127,1,40.96,110.66
127,1,49.17,166.39
127,2,39.58,89.79
127,2,27.17,105.07
127,3,36.32,119.16
127,3,32.55,104.67
128,0,38.9,110.55
128,0,24.55,100.68
128,1,35.69,75.78
128,1,21.45,68.47
128,2,35.95,79.75
128,2,27.25,146.56
129,0,39.37,116.54
129,0,21.79,155.64
130,0,31.83,115.85
130,0,29.98,66.79
130,1,35.73,104.71
130,1,28.65,92.82
130,2,40.98,81.27
130,2,25.04,107.68
130,3,34.26,94.41
130,3,23.73,88.45
130,4,39.89,113.95
130,4,26.27,81.96
131,0,40.37,100.19
131,0,25.9,80.19
131,1,31.49,118.44
131,1,22.42,81.77
131,2,33.59,103.2
131,2,24.45,101.65
131,3,36.47,103.25
131,3,43.45,117.68
131,4,32.59,73.38
131,4,24.53,82.13
131,5,36.97,114.95
131,5,26.7,89.71
131,6,32.9,67.58
131,6,26.63,138.04
131,7,23.59,68.57
131,7,35.01,114.87
131,8,27.28,95.32
131,8,39.94,72.46
132,0,30.0,94.74
132,0,40.71,81.94
132,1,25.79,155.11
132,1,31.81,116.48
133,0,35.19,110.28
133,0,43.06,168.13
133,1,38.93,112.58
133,1,40.13,143.98
133,2,31.59,118.76
133,2,23.06,99.74
133,3,38.6,114.02
133,3,27.21,67.56
133,4,37.57,87.99
133,4,31.29,159.54
133,5,21.57,97.68
133,5,35.05,82.26
133,6,21.87,132.2
133,6,35.64,97.28
134,0,39.84,73.43
134,0,27.29,127.3
134,1,39.63,72.25
134,1,41.89,115.29
134,2,37.71,109.33
134,2,43.17,108.49
134,3,35.3,117.62
134,3,26.22,150.25
134,4,30.01,108.86
134,4,37.48,119.06
134,5,48.84,114.49
134,5,33.75,94.66
135,0,32.48,81.3
135,0,28.96,90.49
135,1,34.43,105.04
135,1,31.24,91.34
135,2,33.68,76.37
135,2,30.41,114.14
135,3,35.79,75.65
135,3,36.92,111.44
136,0,37.31,68.27
136,0,30.63,74.11
136,1,33.9,69.15
136,1,30.26,168.86
136,2,40.68,100.73
136,2,27.88,85.95
136,3,32.19,112.73
136,3,43.2,80.21
136,4,38.9,78.62
136,4,23.09,109.36
136,5,37.77,105.18
136,5,35.95,75.82
137,0,34.93,83.03
137,0,39.71,149.02
137,1,43.31,174.36
137,1,36.06,86.18
138,0,32.3,110.05
138,0,27.92,99.74
138,1,38.64,66.78
138,1,24.97,113.63
138,2,41.3,89.28
138,2,21.95,77.89
138,3,40.06,69.0
138,3,23.96,95.86
138,4,38.63,93.86
138,4,36.15,72.43
139,0,33.78,106.38
139,0,31.94,132.28
139,1,51.07,128.04
139,1,37.8,86.17
140,0,38.17,67.87
140,0,45.97,153.08
140,1,33.11,91.62
140,1,23.77,111.74
140,2,34.19,76.07
140,2,28.46,96.8
140,3,37.22,118.37
140,3,30.19,89.15
140,4,40.05,114.47
140,4,25.92,66.42
140,5,40.23,100.13
140,5,24.33,107.1
140,6,36.46,113.06
140,6,30.69,78.45
140,7,33.2,98.92
140,7,43.52,98.49
140,8,36.37,82.06
140,8,29.28,110.4
140,9,33.12,70.35
140,9,42.83,74.05
140,10,35.92,104.88
140,10,42.75,156.43
140,11,38.84,79.69
140,11,28.72,70.58
140,12,41.1,68.66
140,12,26.49,133.11
140,13,39.68,73.0
140,13,26.41,160.68
140,14,40.31,97.53
140,14,29.2,108.82
140,15,39.04,111.07
140,15,49.07,13.48
140,16,46.12,9.38
140,16,42.09,-56.37
140,17,33.4,-16.83
140,17,37.09,46.3
140,18,39.2,-30.96
140,18,31.53,40.7
140,19,34.71,71.35
140,19,39.04,91.94
141,0,41.26,108.72
141,0,29.49,95.42
141,1,36.73,78.87
141,1,21.41,142.54
141,2,33.93,116.32
141,2,30.98,85.75
141,3,11.62,90.5
141,3,27.87,72.69
141,4,34.37,70.84
141,4,46.4,152.0
141,5,34.28,74.79
141,5,26.2,88.96
141,6,31.5,71.03
141,6,22.32,73.96
141,7,31.72,82.45
141,7,50.44,28.49
141,8,45.84,-33.03
141,8,60.3,-93.5
141,9,44.26,3.82
141,9,43.48,37.1
141,10,41.49,4.54
141,10,49.56,-59.21
141,11,36.8,-17.71
141,11,37.06,27.68
141,12,34.81,104.66
141,12,34.38,105.97
142,0,34.34,113.62
142,0,29.56,85.0
142,1,34.75,110.36
142,1,33.08,136.16
142,2,44.42,159.03
142,2,37.07,89.97
142,3,23.87,111.81
142,3,32.46,102.11
142,4,24.99,84.69
142,4,40.46,85.53
142,5,47.31,147.32
142,5,40.6,83.19
142,6,43.74,101.68
142,6,37.93,77.29
142,7,41.97,113.15
142,7,36.13,84.16
142,8,29.53,96.73
142,8,38.14,119.11
142,9,26.95,105.84
142,9,41.37,66.37
142,10,44.23,149.12
142,10,36.93,97.0
142,11,24.73,72.0
142,11,35.28,73.99
142,12,24.59,115.86
142,12,37.38,98.57
143,0,38.81,68.6
143,0,22.07,107.31
143,1,38.78,71.21
143,1,49.12,115.15
143,2,38.63,72.73
143,2,28.73,102.21
143,3,38.64,71.42
143,3,26.19,94.25
143,4,40.47,105.24
143,4,45.02,73.5
143,5,39.89,87.09
143,5,21.47,103.38
143,6,38.28,91.95
143,6,32.17,91.75
144,0,34.9,112.91
144,0,25.98,82.18
144,1,35.98,75.34
144,1,41.64,100.52
144,2,32.93,117.51
144,2,26.61,90.63
144,3,32.88,70.08
144,3,22.36,85.64
144,4,37.52,96.02
144,4,27.1,112.42
144,5,34.31,82.76
144,5,23.93,82.05
144,6,39.15,105.88
144,6,23.73,81.75
144,7,33.33,118.72
144,7,25.3,79.51
144,8,32.54,86.31
144,8,49.45,99.3
144,9,34.86,66.71
144,9,50.75,112.55
144,10,32.6,93.96
144,10,43.29,91.86
144,11,37.09,88.7
144,11,45.53,102.31
144,12,40.24,112.12
144,12,22.29,109.15
144,13,33.89,102.57
144,13,22.24,102.54
144,14,39.67,71.27
144,14,22.35,98.75
144,15,32.43,80.86
144,15,25.87,162.16
145,0,34.16,89.1
145,0,30.58,164.86
145,1,38.24,107.8
145,1,25.0,115.51
145,2,37.49,106.02
145,2,25.39,158.07
146,0,39.28,92.65
146,0,28.21,112.84
146,1,31.52,66.89
146,1,23.41,97.13
146,2,39.57,87.35
146,2,34.47,115.19
147,0,38.73,85.88
147,0,25.17,120.07
147,1,35.91,76.52
147,1,29.96,118.47
147,2,37.07,101.29
147,2,45.28,71.49
147,3,40.13,91.9
147,3,30.2,94.83
147,4,24.44,142.67
147,4,41.33,115.8
147,5,22.96,148.75
147,5,40.21,93.16
147,6,26.28,99.74
147,6,41.01,72.21
147,7,22.63,104.22
147,7,35.7,102.19
147,8,28.35,79.29
147,8,39.33,90.36
147,9,25.95,78.77
147,9,38.3,96.81
147,10,22.89,96.09
147,10,32.4,79.25
147,11,48.04,172.26
147,11,34.1,91.9
147,12,25.26,161.79
147,12,33.49,98.9
147,13,29.35,95.53
147,13,37.43,118.77
147,14,28.06,115.75
147,14,39.53,77.28
147,15,25.55,105.78
147,15,36.35,115.87
147,16,29.76,94.75
147,16,35.83,84.48
147,17,30.06,117.84
147,17,35.79,79.14
147,18,29.76,115.69
147,18,41.03,117.26
147,19,23.68,92.34
147,19,36.29,82.63
147,20,47.2,105.66
147,20,34.0,76.38
147,21,22.83,85.7
147,21,37.72,104.75
147,22,29.6,100.5
147,22,36.95,112.94
147,23,46.23,123.09
147,23,31.65,116.07
147,24,28.06,104.52
147,24,33.58,104.51
147,25,24.96,152.68
147,25,36.16,87.19
147,26,21.66,119.91
147,26,34.36,95.15
147,27,29.11,94.76
147,27,40.38,118.25
147,28,29.14,67.29
147,28,37.45,119.96
147,29,23.97,97.59
147,29,32.15,68.34
147,30,29.21,98.79
147,30,34.53,106.75
147,31,34.58,126.06
147,31,45.81,127.14
147,32,31.99,92.47
147,32,50.43,77.55
147,33,32.77,89.75
147,33,45.71,79.55
147,34,32.11,106.91
147,34,23.86,105.91
147,35,39.36,66.47
147,35,26.97,110.73
147,36,36.28,116.56
147,36,47.37,108.01
147,37,34.18,116.27
147,37,30.01,116.49
147,38,35.18,119.7
147,38,22.98,74.79
147,39,37.72,116.88
147,39,26.65,79.13
147,40,40.33,71.89
147,40,32.23,104.94
